SKU,Name,Brand,CPUSPEED,Model,FullCPUDescription,RAM,DRIVE,Colour,Touch,Resolution,Screen Size (Laptop Only),Chipset/GPU Model,Series
100,Apple MacBook Air 2017 Laptop | Intel i5-5350U 1.8GHz | 8GB RAM | 128GB SSD,Apple,1.8,MacBook Air 2017 A1466,Intel i5-5350U 1.8GHz Dual Core (5th Gen),8,128,,n,,13,,
1000,"Apple MacBook Pro 13"" 2017 | Intel i5-7360U 2.3GHz | 16GB RAM | 128GB SSD | Space Grey",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),16,128,,n,,13,,
1001,"Apple MacBook Pro 13"" 2017 | Intel i5-7267U 3.1GHz | 16GB RAM | 250GB SSD | Screen, Keyboard & Battery",Apple,3.1,"MacBook Pro 13"" 2017 ",Intel i5-7267U 3.1GHz Dual Core (7th Gen),16,250,,n,,13,,
1002,"Apple MacBook Pro 15"" 2018 A1990 | Intel i7-8750H 2.2GHz | 16GB RAM | 500GB SSD | Space Grey",Apple,2.2," MacBook Pro 15"" 2018 A1990",Intel i7-8750H 2.2GHz Hexa Core (8th Gen),16,500,,n,,15,,
1003,"Apple MacBook Pro 15"" 2018 A1990 | Intel i7-8750H 2.2GHz | 32GB RAM | 500GB SSD | Keyboard/Battery",Apple,2.2,A1990 MacBook Pro,Intel i7-8750H 2.2GHz Hexa Core (8th Gen),32,500,,n,,15,,
1004,"Apple MacBook Pro 15"" 2018 A1990 | Intel i7-8750H 2.2GHz | 32GB RAM | 500GB SSD | Screen",Apple,2.2,A1990 MacBook Pro,Intel i7-8750H 2.2GHz Hexa Core (8th Gen),32,500,,n,,15,,
1005,"Apple MacBook Pro 15"" 2018 A1990 | Intel i7-8750H 2.2GHz | 32GB RAM | 500GB SSD",Apple,2.2,,Intel i7-8750H 2.2GHz Hexa Core (8th Gen),32,500,,n,,15,,
1006,"HP Z440 - Intel Xeon E5-1650 v3, 6C 32GB RAM 256GB SSD, 3TB HDD, Win10, WiFi",HP,3.5,Z440,"Intel Xeon E5-1650 v3 3.5GHz, 6 Cores/ 12 Threads, 3.6GHz Boost",32,256,,n,,0,,
101,HPE ProLiant MicroServer Gen10 | AMD Opteron X3216 | 16Gb RAM | 4x 6Tb HDD,HPE,1.6,ProLiant MicroServer Gen10,"AMD Opteron 3216 1.6GHz, 2 Core/ 4 GPU Cores, 3GHz Boost",16,6000,,n,,0,,
1013,Dell PowerEdge R440 Intel Xeon Silver 4210 10 Core 64Gb RAM 2x 240GBSSD 5x 2.4Tb HDD,Dell EMC,2.2,PowerEdge R440,"Intel Xeon Silver 4214 @ 2.2GHz 12 Core/ 24 Thread, 3.2GHz Boost",64,2400,,n,,0,,
1014,"Cisco 4G LTE 2.0 Enhanced High-Speed WAN Interface Card - EHWIC-4G-LTE-AU, 2x Antennas",Cisco,0,EHWIC-4G-LTE-AU,,0,0,,n,,0,,
1015,"Cisco 4G LTE 2.0 Enhanced High-Speed WAN Interface Card - EHWIC-4G-LTE-AU, No Antennas",Cisco,0,EHWIC-4G-LTE-AU,,0,0,,n,,0,,
1016,HPE OfficeConnect 1920S 24G 2SFP Switch JL381A,HPE,0,JL381A,,0,0,,n,,0,,
1017,QK761A HP 365GB MLC IO Accelerator BL Gen8 658602-001 Sold as a Pair,HPE,0,QK761A ,,0,365,,n,,0,,
1018," Cisco 4G LTE 2.5 Enhanced High-Speed Wireless WAN Interface Card - EHWIC-LTE-LA, No Antennas",Cisco,0,EHWIC-LTE-LA ,,0,0,,n,,0,,
1019,Cisco HWIC-1GE-SFP Gigabit Ethernet HWIC with One SFP Slot 800-22918-01,Cisco,0,HWIC-1GE-SFP ,,0,0,,n,,0,,
102,HP Z2 Workstation Intel Xeon E2136 6C 32Gb RAM 480Gb SSD 6TB HDD W11 WiFi Dongle,HP,3.3,Z2,"Intel Xeon E3-2136 3.3GHz/ 4.5GHz, 6 Cores/ 12 Threads",32,512,,n,,0,Nvidia Quadro P2000,
1020,"HGST 0F27385LHA2D00P7C | 10TB HDD | 3.5"" 12Gbps SAS | Firmware NA03 | NOT FOR PC",IBM/ Lenovo,0,HUH721010AL5204,,0,10000,,n,,0,,
1021,HP 695110-001 MSL LTO-5 Ultrium 3000 Fibre Channel Drive BL544B,HPE,0,HP 695110-001,,0,0,,n,,0,,
1022,Dell PowerConnect PC8100-10GSFP+ Module Quad Port 10G SFP+ PHP6J 8100,Dell,0,PHP6J ,,0,0,,n,,0,,
1028,JUNIPER EX4600 Ethernet Switch 24 x 1/10GbE and 4 QSFP+ 40GbE plus,Juniper,0,EX4600 ,,0,0,,n,,0,,
1030,"JUNIPER EX4300 24T, 1GbE and SFP+/QSFP+ uplink port options",Juniper,0,EX4300 24p,,0,0,,n,,0,,
1031,JUNIPER SRX550 Services Gateway 24-Port Gigabit Ethernet XPIM,Juniper,0,SRX550 ,,0,0,,n,,0,,
1032,"HP ProDesk 600 G6 Mini Desktop | i5 10500T 6 Core, 8Gb RAM, 256Gb M.2, WiFi W11",HP,2.3,600 G6,Intel i5 10500T 2.3GHz 6 Cores/ 12 Threads 3.8GHz Boost,8,256,,n,,0,,
1033,Dell Latitude 7490 Laptop | Intel i5-8350U 1.7GHz | 16GB RAM | 256SSD | Win 11 | Touch Screen,Dell,1.7,Dell Latitude 7490,Intel i5-8350U 1.7GHz Quad Core (8th Gen),16,256,Black,y,1920 x 1080,14,,
1035,Microsoft Surface Book 2 | Intel i5-7300U 2.6GHz | Win 10 |  8GB RAM | 256GB SSD - B Grade,Microsoft,2.6,Microsoft Surface Book 2,Intel i5-7300U Dual Core 2.6GHz (7th Gen),8,256,Silver,y,3000 x 2000,13,,
1036,HP ProBook 640 G4 Laptop | i5-8350U 1.7GHz | Win 10 | 16GB RAM | 512GB SSD,HP,2.6,ProBook 640 G4,Intel i5-8350U Quad Core 1.7GHz (8th Gen),16,512,Silver,n,1920 x 1080,14,,
1037,"Apple iMac 27"" 2015 Desktop A1419 | Intel i5-6500 3.2GHz | 16GB RAM | 1TB Fusion",Apple,3.2,A1419 iMac,Intel Core i5-6500 3.2GHz Quad Core (6th Gen),16,1000,,n,,27,,
1038,"Apple iMac 27"" 2015 Desktop A1419 | Intel i5-6600 3.3GHz | 32GB RAM | 2TB Fusion",Apple,3.3,A1419 iMac,Intel Core i5-6600 3.3GHz Quad Core (6th Gen),32,2000,,n,,27,,
1039,"Apple iMac 27"" 2017 Desktop A1419 | Intel i5-7600 3.5GHz | 32GB RAM | 1TB Fusion",Apple,3.5,A1419,Intel Core i5-7600 3.5GHz Quad Core (7th Gen),32,1000,,n,,27,,
1040,Dell PowerEdge R640 1x Intel Xeon Bronze 3104 6C 64Gb RAM 2x 240Gb SSD Windows Server 2016,Dell,1.7,R640,Intel Xeon Bronze 3104 @ 1.7GHz 6 Core/ 6 Thread,64,240,,n,,0,,
1041,"Apple iMac 27"" 2017 Desktop A1419 | Intel i5-7700K 4.2GHz | 32GB RAM | 2TB Fusion",Apple,4.2,A1419 iMac,Intel Core i5-7700 4.2GHz Quad Core (7th Gen),32,2000,,n,,27,,
1044,Dell Latitude 7400 Laptop | Intel i5-8365U 1.6GHz  | 16GB RAM 256 SSD | Win 11,Dell,1.6,Latitude 7400 ,Intel i5-8365U Quad Core 1.6GHz (8th Gen),16,256,Black,y,1920 x 1080,14,,
1045,HP Elitebook X360 1030 G4 Touch Screen Laptop | Intel i7-8665U 1.9GHz | Win 11 | 16GB RAM | 512GB SSD,HP,1.9,Elitebook X360 1030 G4,Intel i7-8665U 1.9GHz Quad Core (8th Gen),16,512,Silver,y,1920 x 1080,13,,
1049,"Lenovo ThinkVision P27h-20 27"" QHD LCD Monitor | 16:9 IPS 2560 x 1440 | D19270QP1",Lenovo,0,P27h-20,,0,0,,n,,0,,
1050,"Dell Ultrasharp U2913WM 29"" UW-FHD Monitor | 2560 x 1080 21:9 IPS LCD",Dell,0,,,0,0,,n,,29,,
1051,"Lenovo ThinkVision P27u-10 27"" 4K UHD LCD Monitor | IPS 3840 x 2160",Lenovo,0,,,0,0,,n,,0,,
1052,"Dell Ultrasharp U2917W 29"" UW-FHD Monitor | 2560 x 1080 21:9 IPS LCD",Dell,0,,,0,0,,n,,29,,
1057,CISCO C9410R | 3x C9400-LC-48U | 2x C9400-LC-48UX | 1x C9400-SUP-1,Cisco,0,"C9410R, C9400-LC-48U, C9400-LC-48UX, 1x C9400-SUP-1",,0,0,,n,,0,,
1058,HP ProDesk 600 G5 SFF PC | i5-9500 8GB RAM 256GB SSD W11 USB WiFi,Dell,3,ProDesk 600 G5,"Intel i5 9500 3.0GHz 6 Cores/ 6 Threads, 4.4GHz Boost",8,256,,n,,0,,
1059,"HP DL380 Gen10 2x Intel Xeon Gold 6130 16C, 256Gb RAM, 8x 1.92Tb 10Gbe",HPE,2.1,DL380 Gen10,"Intel Xeon Gold 6130 2.1GHz 16 Core/ 32 Thread, 3.7GHz Boost",256,0,,n,,0,,
1060,HP DL380 Gen9 2x Intel Xeon E5-2697v3 14C 512Gb RAM 2x 500GbSSD 6x 1Tb 10GBE,HPE,2.6,DL380 Gen9,"Intel Xeon E5-2697 v3 2.6GHz 14 Cores/ 28 Threads, 3.6GHz Boost",512,500,,n,,0,,
1063,"Dell PowerEdge R740xd Intel Xeon Platinum 24C, 384Gb RAM, 3x 1.92Tb SSD, 10GbE",Dell EMC,2.7,PowerEdge R740xd,"Intel Xeon Platinum 2.7GHz 24 Cores/ 48 Threads, 3.7GHz Boost",384,960,,n,,0,,
1065,JUNIPER QFX5100-48S: 48 x 1/10GbE SFP/SFP+ and 6 x 40GbE QSFP+,Juniper,0,QFX5100-48S,,0,0,,n,,0,,
1066,"Dell PowerEdge R330 Intel Xeon E3-1220v6 32Gb RAM 2x 240Gb SSD, 3x 2.4Tb HDD",Dell,3,R330,"Intel Xeon E3-1220 v6 3.0GHz, 4 Cores/ 4 Threads, 3.5GHz Boost",32,240,,n,,0,,
1067,"HP ProLiant DL160 GEN9 Intel Xeon E5-2660v4 14C 128GB RAM 2x 960Gb SSD, 5x 1.8TB HDD",HPE,2,DL160 Gen9,"Intel Xeon E5-2660 v4 2.0GHz 14 Core/ 28 Thread, 3.2GHz Boost",128,960,,n,,0,,
1068,Epson EB-1776W | Corporate Portable Multimedia Projector | 3000 Lumens,Epson,0,EB-475W,,0,0,,n,,0,,
1071,Epson EB-X21 | Portable Projector | 3000 Lumens | HDMI,Epson,0,EB-X21,,0,0,,n,,0,,
1072,"Epson EB-1780W WXGA 3LCD projector, 3000 Lumens",Epson,0,EB-1780W,,0,0,,n,,0,,
1073,NEC P401W WXGA Projector | 1280 x 800 | 3LCD,NEC,0,NP-M271W,,0,0,,n,,0,,
1074,Hitachi CP-X3041WN 3LCD XGA Conference Room Projector,Hitachi,0,CP-X3041WN,,0,0,,n,,0,,
1075,OPTOMA EX615 DLP High Brightness Multimedia Projector - With HDMI & LAN,Optoma,0,EX615,,0,0,,n,,0,,
1076,Dell 1510X DLP XGA Conference Room Projector,Dell,0,1510X,,0,0,,n,,0,,
1077,Panasonic PT-AX100E LCD Home Theatre PROJECTOR low Lamp Hours,Panasonic,0,PT-AX100E,,0,0,,n,,0,,
1078,Epson EB-1780W | WXGA 3LCD projector | 3000 Lumens | Remote,Epson,0,EB-1780W,,0,0,,n,,0,,
1079,JUNIPER EX3300 Ethernet Switch 48-port 10/100/1000BASE-T (48 PoE+ ports) with 4 SFP+ uplink ports,Juniper,0,EX3300-48P,,0,0,,n,,0,,
1080,Epson EB-580 LCD XGA Ultra Short Throw Projector,Epson,0,EB-580,,0,0,,n,,0,,
1081,Epson BrightLink 585Wi Projector | WXGA Ultra Short Throw Projector | WXGA 16:10,Epson,0,EB-585Wi,,0,0,,n,,0,,
1082,Epson EB-455Wi WXGA 3LCD Ultra Short Throw Projector,Epson,0,EB-455Wi,,0,0,,n,,0,,
1083,Dell 1610HD Projector | 3500 ANSI Lumens | WXGA Conference Room,Epson,0,1610HD,,0,0,,n,,0,,
1084,Sony VPL-EW225 WXGA Conference Room Projector,Sony,0,VPL-EW225,,0,0,,n,,0,,
1085,"NEC V260X Projector | 2,600 ANSI Lumens | XGA Conference Room ",NEC,0,V260X,,0,0,,n,,0,,
1086,Dell 5820 Workstation Intel Xeon W2133 6C 32GB RAM 1Tb M.2 6Tb HDD WiFi BT W11,Dell,3.6,5820,"Intel Xeon W2133@ 3.6Ghz 6 Core/ 12 Threads, 3.9GHz Boost",32,1024,,n,,0,Nvidia Quadro P2000,
1087,Epson EB-675Wi | WXGA 3LCD | Ultra Short Throw Projector,Epson,0,EB-675Wi,,0,0,,n,,0,,
1088,NEC UM280W Professional WXGA 3LCD Ultra Short Throw Projector,NEC,0,UM280W,,0,0,,n,,0,,
1089,Epson PowerLite EB-485W | Ultra Short Throw WXGA Projector | 3100 Lumens,Epson,0,EB-485W,,0,0,,n,,0,,
1090,"Apple MacBook Pro 13"" 2019 A1989 | Intel i7-8569U 2.8GHz | 16GB RAM | 250GB SSD | Silver",Apple,2.8,"MacBook Pro 13"" 2019 A1989",Intel i7-8569U 2.8GHz Quad Core (8th Gen),16,250,,n,,13,,
1092,Apple MacBook Air 2018 | Intel i5-8210Y 1.6GHz | 8GB RAM | 128GB SSD,Apple,1.6,MacBook Air 2018 A1932,Intel i5-8210Y 1.6GHz Dual Core (8th Gen),8,128,,n,,13,,
1094,Apple MacBook Air 2019 | Intel i5-8210Y 1.6GHz | 8GB RAM | 128GB SSD | New Screen,Apple,1.6,Macbook Air 2019,Intel i5-8210Y 1.6GHz Dual Core (8th Gen),8,128,,n,,13,,
1096,Cisco Meraki MS250-48FP-HW Switch,Cisco,0,MS250-48FP-HW,,0,0,,n,,0,,
1097,"Projector Hitachi CP-X2515WN | 2,700 ANSI Lumens | XGA Conference Room ",Hitachi,0,CP-X2515WN,,0,0,,n,,0,,
1098,Dell Precision 5510 Mobile Workstation Laptop | Intel i7-6820HQ 2.7GHz | Nvidia M1000M 2GB | Win 10 | 32GB RAM | 512GB SSD - B Grade,Dell,2.7,Precision 5510,Intel i7-6820HQ Quad Core 2.7GHz (6th Gen),32,512,Silver,n,1920 x 1080,15,Quadro M1000M,
1099,Cisco Meraki MX100 -HW | Cloud Managed Security,Cisco,0,ASA 5525-X,,0,120,,n,,0,,
1101,Dell Latitude 5290 2-in-1 Touch Laptop | i5-8350U 1.7GHz | 8GB RAM | 128GB SSD,Dell,1.7,Latitude 5290,Intel i5-8350U Quad Core 1.7GHz (8th Gen),8,128,Black,y,1920 x 1080,12,,
1102,Cisco Meraki MR44 Cloud Managed Indoor Access Point,Cisco,0,Meraki MR44,,0,0,,n,,0,,
1103,"Apple MacBook Pro 13"" 2017 | Intel i5-7360U 2.3GHz | 8GB RAM | 250GB SSD | Space Grey | Screen, Keyboard/Battery",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),8,250,,n,,13,,
1104,"Apple MacBook Pro 13"" 2017 | Intel i5-7360U 2.3GHz | 16GB RAM | 128GB SSD | Space Grey",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),16,128,,n,,13,,
1105,Cisco UCS-FI-6332-16UP | Cisco UCS 6332 Fabric Interconnect,Cisco,0,UCS-FI-6332-16UP,,0,0,,n,,0,,
1106,Cisco Catalyst 3650 Switch | WS-C3650-48FD-E | 48x Gigabit RJ-45 | 2x 10GbE SPF+ ,Cisco,0,WS-C3650-48FD-E,,0,0,,n,,0,,
1107,Cisco Catalyst 9500 16X | 16-port 1/10 Gigabit Ethernet switch ,Cisco,0,9500 16X A,,0,0,,n,,0,,
1108,Juniper SRX1500 Services Gateway Firewall,Juniper,0,SRX1500,,0,0,,n,,0,,
1109,Juniper SRX300-SYS-JB,Juniper,0,SRX300,,0,0,,n,,0,,
1111,"Apple MacBook Pro 13"" 2017 | Intel i5-7360U 2.3GHz | 8GB RAM | 250GB SSD | Silver",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),8,250,,n,,13,,
1112,"Juniper EX2200-C-12P-2G, 12 Port, POE+ Enterprise Switch",Juniper,0,EX2200,,0,0,,n,,0,,
1113,"Apple MacBook Pro 13"" 2018 | Intel i7-8559U 2.7GHz | 16GB RAM | 250GB SSD | Silver - New Battery/Keyboard",Apple,2.7,"Apple MacBook Pro 13"" 2018",Intel i7-8559U 2.7GHz Quad Core (8th Gen),16,250,,n,,13,,
1114,Apple MacBook Air 2019 | Intel i5-8210Y 1.6GHz | 8GB RAM | 128GB SSD | New Screen,Apple,1.6,Macbook Air 2019,Intel i5-8210Y 1.6GHz Dual Core (8th Gen),8,128,,n,,13,,
1115,"Apple MacBook Pro 13"" 2017 | Intel i5-7360U 2.3GHz | 16GB RAM | 128GB SSD | Space Grey",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),16,128,,n,,13,,
1116,"HPE ProLiant ML350 Gen10 2x Silver 4110 8C 192Gb RAM 3x 480Gb SSD, 5x 2.4Tb SAS",HPE,2.1,ML350,"Intel Xeon Silver 4110 @ 2.1GHz 8 Cores/ 16 Threads, 3.0GHz Boost",192,480,,n,,0,,
1117,"Apple MacBook Pro 13"" 2017 | Intel i5-7267U 3.1GHz | 16GB RAM | 250GB SSD - B Grade ",Apple,3.1,"MacBook Pro 13"" 2017 ",Intel i5-7267U 3.1GHz Dual Core (7th Gen),16,250,,n,,13,,
1118,Lenovo ThinkPad T490 Laptop | i7-8565U 1.8GHz | Win 11 | 16GB RAM | 512GB SSD,Lenovo,1.8,Lenovo ThinkPad T490,Intel i7-8565U 1.8GHz Quad Core (8th Gen),16,512,Black,n,1920 x 1080,14,,
1119,"Apple MacBook Pro 13"" 2017 | Intel i5-7267U 3.1GHz | 16GB RAM | 250GB SSD",Apple,3.1,"MacBook Pro 13"" 2017 ",Intel i5-7267U 3.1GHz Dual Core (7th Gen),16,250,,n,,13,,
1123,HP Z4 G4 Workstation Intel Xeon W2235 6C 64GB RAM 512GB M.2 8Tb HDD WiFi BT W11,HP,3.8,Z4 G4,"Intel Xeon W2235 @3.8Ghz, 6 Cores/ 12 Threads, 4.6GHz Boost",64,512,,n,,0,AMD Radeon Pro W5700,
1136,"Lenovo V530s Desktop | Intel i7 8700 6 Core 16Gb RAM 256 M.2, 1Tb HDD W10 WiFi",Lenovo,3.2,V530s,Intel i7 8700 3.2GHz 6 Cores/ 12 Threads,16,256,,n,,0,,
1138,"Dell OptiPlex 3060 Micro Intel i7-8700T 6C 16GB RAM 512SSD, 1Tb HDD WiFi W11",Dell,2.4,3060 Micro,Intel i7-8700T 2.4GHz 6C/ 12T 4.0GHz Boost,16,512,,n,,0,,
1140,Apple MacBook Air 2017 | Intel i5-5350U 1.8GHz | 8GB RAM | 128GB SSD - B Grade ,Apple,1.8,MacBook Air 2017 A1466,Intel i5-5350U 1.8GHz Dual Core (5th Gen),8,128,,n,,13,,
1141,Apple Mac mini Late 2014 | Intel i5-4278U 2.6GHz | 8GB RAM | 1TB HDD,Apple,2.6,A1347,Intel i5-4278U 2.6GHz Dual Core (4th Gen),8,1000,,n,,0,,
1144,"Lenovo V530s Desktop | Intel i7 8700 Hexa Core 16GB RAM 256 M.2, 1Tb HDD W10 WiFi",Lenovo,3.2,V530s,Intel i7 8700 3.2GHz 6 Cores/ 12 Threads,16,256,,n,,0,,
1145,"Apple MacBook Pro 13"" 2019 A1989 | Intel i7-8569U 2.8GHz | 16GB RAM |  250GB SSD | Silver",Apple,2.8,"MacBook Pro 13"" 2019 A1989",Intel i7-8569U 2.8GHz Quad Core (8th Gen),16,250,,n,,13,,
1148_test-product,"HP Z820 Workstation 2x Intel Xeon, 128Gb RAM",test product,0,Z820,2x Intel Xeon,0,0,,n,,0,,
1150,HP Z4 G4 Workstation Intel Xeon W2135 6C 64GB RAM 2TB M.2 6Tb HDD WiFi BT W11,HP,3.7,Z4 G4,"Intel Xeon W2135 @3.7Ghz, 6 Cores/ 12 Threads, 4.5GHz Boost",64,2024,,n,,0,Nvidia Quadro P4000,
1153,"Lenovo ThinkCenter P410 Intel Xeon E5-2620v4 8 Core 32Gb RAM 256Gb SSD, 2Tb HDD WiFi W10",Lenovo,2.1,P410,Intel Xeon E5-2620 V4 2.1GHz 8 Core/ 16 Thread,32,256,,n,,0,,
1154,Bulk Toner,,0,,,0,0,,n,,0,,
1161,Netgear ProSAFE JGS524PE 24-Port Gigabit Ethernet Plus Switch with 12 Ports PoE,Netgear,0,JGS524PE,,0,0,,n,,0,,
1162,Netgate 7100 BASE pfSense+ Security Gateway,Netgear,0,7100 BASE pfSense+,,8,32,,n,,0,,
1163,Check Point Security Firewall PL-10,Check Point,0,PL-10,,0,0,,n,,0,,
1164,Epson EB-X130 Corporate Portable Multimedia Projector,Epson,0,EB-X130,,0,0,,n,,0,,
1165,"Wacom STU-430 4.5"" LCD Signature Pad",Wacom,0,STU-430,,0,0,,n,,0,,
11666,"Dell Optiplex 3000 Micro PC i5 12500T, 16GB RAM, 512GB M.2 SSD, W11 WiFi BT",Dell,2,Optiplex 3000,Intel i5 12500T 2.0GHz 6 Cores/ 12 Threads 4.4GHz Boost,16,512,,n,,0,,
1167,Lenovo ThinkPad P50 Mobile Workstation Laptop | Intel i7-6820HQ 2.7GHz | Nvidia Quadro M1000M 4GB | Win 10 | 32GB RAM | 512SSD - B Grade,Lenovo,2.7,P50,Intel i7-6820HQ Quad Core 2.7GHz (6th Gen),32,512,Black,n,1920 x 1080,15,Quadro M1000M,
11671,4Tb SATA HDD,Generic,0,,,0,0,,n,,0,,
11679,Dell 5820 Workstation Intel Xeon W2133 6C 32GB RAM 512Gb SSD 4Tb HDD W11 USBWiFi,,3.6,5820,"Intel Xeon W2133@ 3.6Ghz 6 Core/ 12 Threads, 3.9GHz Boost",32,512,,n,,0,Nvidia Quadro K2200,
1168,Lenovo ThinkPad P50 Mobile Workstation Laptop | Intel Xeon E3-1505M v5 2.8GHz | Nvidia Quadro M2000M 4GB | Win 10 | 16GB RAM | 256SSD 500GB HD B Grade,Lenovo,2.8,P50,Intel Xeon E3-1505M v5 Quad Core 2.8GHz,16,256,Black,n,1920 x 1080,15,Quadro M2000M,
11680,"Apple MacBook Pro 13"" 2020 A2338 | M1 16GB RAM | 256GB SSD ",Apple,3.2,A2338,Apple M1 chip,16,256,,n,,13,,MacBook Pro
11681,"Apple MacBook Pro 14"" 2021 A2442 | M1 Pro Chip 16GB RAM | 512GB SSD - Pinyin Keyboard",Apple,3.2,A2337,Apple M1 chip,16,512,,n,,14,,MacBook Pro
11682,"Apple MacBook Pro MAX 16"" 2021 A2485 | M1 MAX Chip 64GB RAM | 1TB SSD | Pinyin Keyboard - B Grade",Apple,3.2,A2485,Apple M1 MAX chip,64,1000,,n,,16,,
11683,Dell OptiPlex 7090 Micro PC intel i7 11700T 8C 16GB RAM 256Gb M.2 W11 WiFi BT,Dell,1.4,7090 Micro,"Intel i7 11700T @ 1.4Ghz 8 Cores/ 16 Threads, 4.6GHz Boost",16,256,,n,,0,,
11684,Dell Latitude 5430 Laptop | Intel i5-1235U 1.3GHz | 16GB RAM | 256GB SSD | Win 11,Dell,1.3,Dell Latitude 5430,12th Gen Intel(R) Core(TM) i5-1235U,16,256,Silver,y,1920 x 1080,14,,
11687,"Dell Optiplex 7070 PC Intel i7 9700 8C, 16GB RAM 512Gb M.2 SSD, Wifi, BT, W11",,3,7070,"Intel i7 9700 @3.0GHz 8 Cores/ 8 Threads, 4.7GHz Boost",16,512,,n,,0,AMD Radeon R5 430,
11689,"HP ProOne 400 G6 24"" Touch AIO Intel i7 10700T 16Gb 500Gb M.2 W11 WiFi BT",HP,2,ProOne 400 G6,Intel i7 10700T@ 2.0GHz 8 Cores/ 16 Threads and 4.5GHz Boost ,16,512,,n,,0,,
11690,"HP ProDesk 600 G6 Mini Desktop | i5 10500T 6C 16Gb RAM, 256Gb M.2, WiFi BT W11",HP,2.3,ProDesk 600 G6,"Intel i5 10500T @ 2.3GHz, 6 Core/ 12 Thread - 3.8GHz boost",16,0,,n,,0,,
11691,"Apple MacBook Pro 14"" 2021 A2442 | M1 Pro Chip | 16GB RAM | 512GB SSD | Service Recommended - B Grade",Apple,3.2,A2442,Apple M1 chip,16,512,,n,,14,,
11692,Dell Optiplex 5000 Micro PC i5 12400T 16GB RAM 512GB M.2 SSD W11 USB WiFi,Dell,1.8,Optiplex 5000,"Intel i5 12400T @1.8GHz 6 Cores / 12Threads, 4.2GHz Boost",16,512,,n,,0,,
11693,Dell Optiplex 3070 Desktop PC i5 9500 6C 16GB RAM 256GB M.2 SSD W11 USB WiFi,Dell,3,Optiplex 3070,"Intel i5 9500 3GHz 6 Cores/ 6 Threads, 4.4GHz Boost",16,256,,n,,0,,
11694,Dell Optiplex 3070 Desktop PC i5 9500 6C 16GB RAM 512GB M.2 SSD W11 USB WiFi,Dell,3,Optiplex 3070,"Intel i5 9500 3.0GHz 6 Cores/ 6 Threads, 4.4GHz Boost",16,512,,n,,0,,
11695,"HP ProBook 450 15.6"" G10 Laptop | Intel i5-1335U 1.3GHz | 16GB RAM | 256GB SSD | Win 11 - B Grade",HP,1.3,HP ProBook 450 15.6 inch G10 Notebook PC,13th Gen Intel(R) Core(TM) i5-1335U,16,256,Silver,n,1920 x 1080,15,,
11696,"HP ZBook Firefly 14"" G8 Laptop | Intel i7-1165G7 2.8GHz Nvidia Quadro T500 | 32GB RAM | 512GB SSD | Win 11 - B Grade",HP,2.8,"HP ZBook Firefly 14"" G8 ",11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.8GHz,32,512,Silver,y,1920 x 1080,14,Quadro T500,
11703,Dell Precision 5560 Laptop | Intel i7-11850H 2.50GHz | 64GB RAM | 1024GB SSD | Windows 11 Pro - B Grade,Dell,2.496,Dell Precision 5560,11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz,64,1024,Silver,n,1920 x 1200,16,RTX A2000,
11704,HP ZBook Firefly 15 G7 Mobile Workstation Laptop | Intel i7-10610U 2.30GHz | 16GB RAM | 512GB SSD | Windows 11 Pro,HP,2.3,HP ZBook Firefly 15 G7 Mobile Workstation,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz,16,512,Silver,n,1920 x 1080,15,Quadro P520,
11705,Dell Latitude 7430 Laptop | Intel i5-1235U 1.30GHz | 16GB RAM | 256GB SSD | Windows 11 Pro,Dell,1.3,Dell Latitude 7430,12th Gen Intel(R) Core(TM) i5-1235U,16,256,Black,y,1920 x 1080,14,,
11706,Dell XPS 15 9500 Laptop | Intel i7-10750H 2.59GHz | 32GB RAM | 1024GB SSD | Windows 11 Pro - B Grade,Dell,2.6,Dell XPS 15 9500,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,32,1024,,n,,16,,
11707,Dell Precision 3660 Intel i5 12600 32GB RAM 1TB M.2 Quadro P2200 W11 WiFi BT,Dell,3.3,Precision 3660,"Intel Core i5 12600 @ 3.3GHz 6 Cores/ 12 Threads, 4.8GHz Boost",32,0,,n,,0,Nvidia Quadro P2200,
11709,LENOVO ThinkPad P14s Gen 2i Laptop | Intel i5-1135G7 2.42GHz | 8GB RAM | 512GB SSD | Windows 11 Pro,LENOVO,2.419,LENOVO ThinkPad P14s Gen 2i,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,8,512,Black,n,1920 x 1080,14,Quadro T500,
11710,Dell Optiplex 7080 Micro PC i5 10500T 6C 16GB RAM 256GB M.2 W11 USB WiFi,Dell,2.3,Optiplex 7080 Micro,"Intel i5 10500T @ 2.3GHz, 6 Core/ 12 Thread - 3.8GHz boost",16,256,,n,,0,,
