SKU,Name,Brand,CPUSPEED,Model,FullCPUDescription,RAM,DRIVE,Colour,Touch,Resolution,Screen Size (Laptop Only),Chipset/GPU Model,Series
4435,"Dell OptiPlex 7480 AIO i5 10500 6 Cores, 16GB RAM, 512GB SSD, 1TB HDD, WiFi BT W11",Dell,3.1,7480,Intel i5 10500 6 Cores/ 12 Threads @ 3.1GHz and 4.5GHz Boost,16,512,,n,,0,,
4436,Lenovo X1 Extreme Laptop | Intel i7 9750H 2.59GHz | 16 GB RAM | 512GB SSD | Win 11 - B Grade,Lenovo,2.6,Lenovo X1 Extreme 2nd Gen,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,16,512,Black,n,1920 x 1080,15,,
4437,Dell Latitude 5420 Laptop | Intel i7 1165G7 2.8GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,Dell,2.8,Dell Latitude 5420,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,Silver,n,1920 x 1080,14,,
4438,Dell Latitude 5410 Laptop | Intel i5 10310U 1.7GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,Dell,1.7,Dell Latitude 5410,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,8,256,Silver,n,1920 x 1080,14,,
4439,"HP OMEN by HP Laptop | Intel i7 8750H 2.2GHz | GTX 1060 6GB VRAM | 16GB RAM | 256GB, 2,000GB SSD | Win 11",HP,2.2,HP OMEN by HP Laptop,Intel(R) Core(TM) i7-8750H CPU @ 2.20GHz,16,256,Black,n,1920 x 1080,17,GTX 1060 ,
4440,Lenovo L14 Gen 1 Laptop | Intel i5 10210U 1.6GHz | 8GB RAM | 256GB SSD | Win 11,Lenovo,1.6,Lenovo L14 Gen 1,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,8,256,Black,n,1920 x 1080,14,,
4441,Lenovo  T580 Laptop | Intel i7 8550U 1.8GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,Lenovo,1.8,Lenovo T580,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz,8,256,Black,n,1920 x 1080,15,,
4442,Lenovo T580 Laptop | Intel i7 8550U 1.8GHz | 8GB RAM | 256GB SSD | Win 11,Lenovo,1.8,Lenovo T580,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz,8,256,Black,n,1920 x 1080,15,,
4443,Dell Latitude 7410 Laptop | Intel i7 10810U 1.6GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,Dell,1.1,Dell Latitude 7410,Intel(R) Core(TM) i7-10810U CPU @ 1.10GHz,16,512,Black,n,1920 x 1080,14,,
4444,Dell PowerEdge R640 2x Intel Xeon Silver 12C 192Gb RAM 2x 1.92Tb SSD 10GbE,Dell EMC,2.1,R640,"Intel Xeon Silver 4116 @2.1GHz 12 Core/24 Thread, 3.0GHz Boost",192,0,,n,,0,,
4445,Dell PowerEdge R740xd 2x Intel Xeon Silver 12C 192Gb RAM 2x 240Gb SSD 14x 4TB HDD,Dell EMC,2.1,R740xd,Intel Xeon Silver 4116 @2.1GHz 12 Cores/ 24 Threads 3.0GHz Boost,192,240,,n,,0,,
4446,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9980HK 2.4GHz | 32GB RAM | 1TB SSD | New Screen, Battery, Keyboard",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),32,1000,,n,,16,,
4447,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9980HK 2.4GHz | 16GB RAM | 1TB SSD | New Battery",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),32,1000,,n,,16,,
4448,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9980HK 2.4GHz | 32GB RAM | 1TB SSD ",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),32,1000,,y,,16,,
4449,"Apple MacBook Pro 16"" 2019 A2141 | Intel i9-9880H 2.3GHz | 32GB RAM | 500GB SSD | Space Grey - New Keyboard / Battery",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),32,500,,n,,15,,
4450,"Apple MacBook Pro 15"" 2017 A1707 | Intel i7-7700HQ 2.8GHz | 16GB RAM | 250GB SSD - B Grade",Apple,2.8,A1707,Intel i7-7700HQ 2.8GHz Octa-Core (7th Gen),16,250,,n,,15,,
4451,Epson PowerLite 1775W Projector | HDMI | Portable,Epson,0,1775W,,0,0,,n,,0,,
4452,Apple MacBook Air 2017 Laptop | Intel i5-5350U 1.8GHz | 8GB RAM | 128GB SSD,Apple,1.8,MacBook Air 2017 A1466,Intel i5-5350U 1.8GHz Dual Core (5th Gen),8,128,,n,,13,,
4453,"Apple MacBook Pro 13"" 2017 | Intel i5-7360U 2.3GHz | 16GB RAM | 128GB SSD | Space Grey - B Grade",Apple,2.3,"Apple MacBook Pro 13"" 2017",Intel i5-7360U 2.3GHz Dual Core (7th Gen),16,128,,n,,13,,
4454,"Apple MacBook Pro 13"" 2020 A2289 | Intel i5-8257U 1.4GHz | 8GB RAM | 128GB SSD | Space Grey - B Grade",Apple,1.4,"Apple MacBook Pro 13"" 2020 A2289","Intel i5-8257U 1.4GHz Quad Core, up to 3.9GHz (8th Gen)",8,128,,n,,13,,
4455,"Apple MacBook Pro 13"" 2019 A1989 | Intel i5-8279U 2.4GHz | 16GB RAM | 1TB SSD | Space Grey - B Grade UNIQUE",Apple,2.4,"MacBook Pro 13"" 2019 A1989",Intel i5-8279U 2.4GHz Quad Core Up to 4.1GHz,16,1000,,n,,13,,
4456,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9980HK 2.4GHz | 16GB RAM | 500GB SSD - B Grade UNIQUE LISTING 1/1",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),16,500,,n,,16,,
4457,"Apple MacBook Pro 15"" 2019 A1990 | Intel i7-9750H 2.6GHz | 16GB RAM | 250GB SSD | Space Grey - B Grade BATTERY SERVICE RECOMMENDED",Apple,2.6,A1990 MacBook Pro,Intel i7-9750H 2.6GHz Hex Core (9th Gen),16,250,,n,,15,,
4458,"Apple MacBook Pro 13"" 2018 A1989 | Intel i5-8259U 2.3GHz | 8GB RAM | 250GB SSD | Space Grey - B Grade BATTERY SERVICE RECOMMENDED",Apple,2.3,"MacBook Pro 13"" 2019 A1989",Intel i5-8259U 2.3GHz Quad Core Up to 4.1GHz,8,250,,y,,13,,
4459,"Apple MacBook Pro 13"" 2020 A2251 | Intel i5-1038NG7 2GHz | 16GB RAM | 500GB SSD | Space Grey",Apple,2,"MacBook Pro 13"" 2020 A2251","Intel i5-1038NG7 2GHz Quad Core, 3.8GHz Max (10th Gen)",16,500,,n,,13,,
4460,"Apple MacBook Pro 13"" 2018 A1989 | Intel i7-8559U 2.7GHz | 16GB RAM | 500GB SSD | Silver - B Grade",Apple,2.7,"MacBook Pro 13"" 2018 A1989",Intel i7-8559U 2.7GHz Quad Core Up to 4.5GHz,16,500,,n,,13,,
4461,"Apple MacBook Pro 13"" 2019 A1989 | Intel i7-8569U 2.8GHz | 16GB RAM | 500GB SSD | Silver",Apple,2.8,"MacBook Pro 13"" 2019 A1989",Intel i7-8569U 2.8GHz Quad Core (8th Gen),16,500,,n,,13,,
4462,"Apple MacBook Pro 13"" 2019 A1989 | Intel i7-8569U 2.8GHz | 16GB RAM | 1TB SSD | Space Grey",Apple,2.8,"MacBook Pro 13"" 2019 A1989",Intel i7-8569U 2.8GHz Quad Core (8th Gen),16,500,,n,,13,,
4463,"Apple MacBook Pro 13"" 2019 A2159 | Intel i5-8257U 1.4GHz | 16GB RAM | 500GB SSD | Space Grey - B Grade",Apple,2.4,"MacBook Pro 13"" 2019 A2159",Intel i5-8257U 1.4GHz Quad Core Up to 3.9GHz (8th Gen),16,500,,n,,13,,
4464,"Apple MacBook Pro 13"" 2019 A1989 | Intel i7-8569U 2.8GHz | 16GB RAM | 500GB SSD | Silver - B Grade",Apple,2.8,"MacBook Pro 13"" 2019 A1989",Intel i7-8569U 2.8GHz Quad Core (8th Gen),16,500,,n,,13,,
4465,Hitachi CP-WU8451 Projector | Large Venue Projector | 1920 x 1200 WUXGA,Hitachi,0,CP-WU8451,,0,0,,n,,0,,
4466,"Apple MacBook Pro 15"" 2018 A1990 | Intel i9-8950HK 2.9GHz | 16GB RAM 500GB SSD | - B Grade",Apple,2.2," MacBook Pro 15"" 2018 A1990",Intel i9-8950HK 2.9GHz Hexa Core (8th Gen),16,500,,y,,15,,
4467,"Apple MacBook Pro 15"" 2018 A1990 | Intel i9-8950HK 2.9GHz | 16GB RAM 250GB SSD - B Grade",Apple,2.2," MacBook Pro 15"" 2018 A1990",Intel i9-8950HK 2.9GHz Hexa Core (8th Gen),16,250,,y,,15,,
4468,Juniper Networks MX5-T Router | MIC-3D-20GE-SFP Module,Juniper,0,MX5-T,,0,0,,n,,0,,
4469,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9880H 2.3GHz | 16GB RAM | 250GB SSD",Apple,2.3,A1990,Intel i9-9880H 2.3GHz Octa-Core (9th Gen),16,250,,n,,16,,
4470,"Apple MacBook Pro 16"" 2019 A2141 | Intel i7-9750H 2.6GHz | 16GB RAM | 500GB SSD - B Grade",Apple,2.6,A2141,Intel i7-9750H 2.6GHz Hex Core (9th Gen),16,500,,n,,16,,
4471,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9980HK 2.4GHz | 32GB RAM | 1TB SSD - B Grade",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),32,1000,,n,,16,,
4472,"Apple MacBook Pro 13"" 2019 A1989 | Intel i5-8279U 2.4GHz | 16GB RAM | 500GB SSD | Space Grey",Apple,2.4,"MacBook Pro 13"" 2019 A1989",Intel i5-8279U 2.4GHz Quad Core Up to 4.1GHz,16,500,,n,,13,,
4473,"Apple MacBook Pro 13"" 2020 A2159 | Intel i5-8257U 1.4GHz | 8GB RAM | 128GB SSD ",Apple,1.4,"Apple MacBook Pro 13"" 2020 A2159","Intel i5-8257U 1.4GHz Quad Core, up to 3.9GHz (8th Gen)",8,128,,n,,13,,MacBook Pro
4474,"Apple MacBook Pro 13"" 2018 | Intel i7-8559U 2.7GHz | 16GB RAM | 250GB SSD | Space Grey - B Grade",Apple,2.7,"Apple MacBook Pro 13"" 2018",Intel i7-8559U 2.7GHz Quad Core (8th Gen),16,250,,y,,13,,
4475,"Apple MacBook Pro 15"" 2019 A1990 | Intel i9-9980HK 2.4GHz | 32GB RAM | 500GB SSD - B Grade BATTERY SERVICE",Apple,2.4,A1990,Intel i9-9980HK 2.4GHz Octa-Core (9th Gen),32,500,,n,,16,,
4476,"Apple MacBook Pro 13"" 2020 A2251 | Intel i7-1068NG7 2.3GHz | 16GB RAM | 500GB SSD - B Grade KOREAN KEYBOARD",Apple,2.3,"MacBook Pro 13"" 2020 A2251","Intel i5-1068NG7 2.3GHz Quad Core, 4.1GHz Boost",16,500,,n,,13,,
4477,"Apple MacBook Pro 13"" 2019 A1989 | Intel i5-8279U 2.4GHz | 16GB RAM | 250GB SSD | B GRADE",Apple,2.4,"MacBook Pro 13"" 2019 A1989",Intel i5-8279U 2.4GHz Quad Core Up to 4.1GHz,16,250,,y,,13,,MacBook Pro
4478,"Apple MacBook Pro 13"" 2017 | Intel i5-7267U 3.1GHz | 8GB RAM | 250GB SSD | Space Grey",Apple,3.1,"MacBook Pro 13"" 2017 A1706",Intel i5-7267U 3.1GHz Dual Core (7th Gen),8,250,,y,,13,,
4479,Dell Precision 7530 Workstation Laptop | Intel i9-8950HK 2.9GHz | 32GB RAM | 256GB SSD | Win 11 - B Grade,Dell,2.9,Dell Precision 7530,Intel(R) Core(TM) i9-8950HK CPU @ 2.90GHz,32,256,Black,y,1920 x 1080,15,Quadro P3200,
4480,Juniper Networks MX5-T Router | MIC-3D-20GE-SFP Module,,0,MX5-T,,0,0,,n,,0,,
4483,Lenovo T14s Gen 2i Laptop | Intel i7-1185G 3.0GHz | 16GB RAM 256GB SSD | Win 11,Lenovo,3,Lenovo T14s Gen 2i,11th Gen Intel(R) Core(TM) i7-1185G7 @ 3.00GHz,16,256,Black,n,1920 x 1080,14,,
4484,Microsoft Surface Laptop 3 | Intel i5 1035G7 | 8GB RAM | 256GB SSD | Win 11 | Sandstone,Microsoft,1.2,Microsoft Surface Laptop 3,Intel(R) Core(TM) i5-1035G7 CPU @ 1.20GHz,8,256,Sandstone,n,2256 x 1504,14,,
4485,"Dell PowerEdge R640 2x Xeon Silver 12C 192Gb RAM 2x 240Gb, 10x 3.84Tb SSD 10GbE",Dell EMC,2.2,R640,"Intel Xeon Silver 4214 @2.2GHz 12 Cores/ 24 Threads, 3.2GHz Boost",192,240,,n,,0,,
4486,Dell PowerEdge R640 2x Xeon Silver 12C 192Gb RAM 2x 240Gb SSD 2x 960Gb SSD 10GbE,Dell EMC,0,R640,"Intel Xeon Silver 4116@2.1GHz 12 Cores/ 24 Threads, 3.0GHz Boost",192,960,,n,,0,,
4487,Dell PowerEdge R740xd 2x Xeon Silver 4116 12C 384Gb RAM 2x 240Gb SSD 13x 4TB HDD,Dell EMC,2.1,R740xd,"Intel Xeon Silver 4116@2.1GHz 12 Cores/ 24 Threads, 3.0GHz Boost",384,0,,y,,0,,
4489,HP EliteDesk 800 G6 MINI PC Intel i5 10500 6C 32GB RAM 1Tb SSD WiFi BT,HP,3.1,EliteDesk G6,Intel i5 10500 3.1GHz 6 Cores / 12 Threads 4.5GHz Boost,32,1024,,n,,0,,
4490,Lenovo ThinkAgile HX3320 2x Intel Xeon Silver 4110 192Gb RAM 2x 128Gb M.2 5x 7.6TB,IBM/ Lenovo,2.1,HX3320,"Intel Xeon Silver 4110@2.1GHz 8 Cores/ 16 Threads, 3.0Ghz Boost",192,128,,n,,0,,
4491,Lenovo System x3650 M5 2x Intel Xeon E5-2680v3 12C 256Gb RAM 5x 7.6Tb SSD 10GbE,IBM/ Lenovo,2.5,X3650,"Intel Xeon E5-2680 v3 @ 2.5GHz 12 Cores/ 24 Threads, 3.3GHz boost",256,0,,n,,0,,
4492,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD",Apple,3.2,A2337,Apple M1,8,256,,y,,13,,MacBook Air
4493,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD - B Grade",Apple,3.2,A2337,Apple M1 chip,8,256,,n,,13,,MacBook Air
4494,Microsoft Surface Book 3 Laptop | Intel i5 1035G7 1.5GHz | 8 GB RAM | 256GB SSD | Win 11 - B Grade,Microsoft,1.5,Microsoft Surface Book 3,Intel(R) Core(TM) i5-1035G7 CPU @ 1.20GHz,8,256,Silver,n,3000 x 2000,14,,
4495,Lenovo ThinkSystem ST550 2x Intel Xeon Silver 4110 8C 96Gb RAM 5x 7.68Tb SSD,IBM/ Lenovo,2.1,ST550,"Intel Xeon Silver 4110@  2.1GHz 8 Cores/ 16 Threads, 4.9GHz Boost",96,7680,,n,,0,,
4496,"Dell OptiPlex 7470 AIO i7 8700 6C, 16GB RAM, 512GB M.2, 1.9TB SSD, WiFi BT W11",,3.2,7470 AIO,Intel i7 8700 6 Cores/ 12 Threads @ 3.2GHz and 4.6GHz Boost,16,512,,n,,0,,
4497,"HP ProDesk 600 G6 Desktop i5 10500 6C, 16Gb RAM, 500Gb M.2, 6Tb HDD inc.USB WiFi",HP,3.1,600 G6,Intel i5 10500 3.1GHz 6 Cores/ 12 Threads 4.5GHz Boost,16,500,,n,,0,,
4498,"Apple MacBook Pro MAX 16"" 2021 A2485 | M1 MAX Chip 64GB RAM | 1TB SSD | New Battery/Keyboard + Screen",Apple,3.2,A2485,Apple M1 MAX chip,64,1000,,n,,16,,
4499,"Apple MacBook Pro MAX 16"" 2021 A2485 | M1 MAX Chip 64GB RAM | 1TB SSD | New Battery/Keyboard + Screen - B Grade",Apple,3.2,A2485,Apple M1 MAX chip,64,1000,,n,,16,,
45,Lenovo ThinkPad P50 Mobile Workstation Laptop | Intel Xeon E3-1505M v5 2.8GHz | Nvidia Quadro M2000M 4GB | Win 10 | 16GB RAM | 256SSD 500GB HD,Lenovo,2.8,P50,Intel Xeon E3-1505M v5 Quad Core 2.8GHz,16,256,Black,n,1920 x 1080,15,Quadro M2000M,
4500,Microsoft Surface Pro 7+ Laptop | Intel i7 1165G 2.8GHz | 16 GB RAM | 512GB SSD | Win 11 - B Grade,Microsoft,2.8,Microsoft Surface Pro 7+,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,Silver,y,2736 x 1824,12,,
4502,Microsoft Surface Laptop Studio | Intel i7-11370 3.3GHz | 3050Ti 4GB |16GB RAM | 512GB SSD | Win 11,Microsoft,3.3,Microsoft Surface Laptop Studio,"Intel i7-11370H Processor 3.3GHz, up to 4.8GHz",16,512,Silver,n,2400 x 1600,14,,
4503,"Dell Optiplex 3000 SFF PC i5 12500, 16GB RAM, 256GB M.2 SSD, W11 WiFi BT",Dell,3.3,3000,"Intel i5 12500 @ 3.3GHz 6 Cores/ 12 Threads, 4.8GHz Boost",16,0,,y,,0,,
4504,Dell Optiplex 7080 SFF PC i5 10500 6C 16GB RAM 256GB M.2 W11 inc. USB WiFi,Dell,3.1,7080,Intel i5 10500 6 Cores/ 12 Threads @ 3.1GHz and 4.5GHz Boost,16,256,,n,,0,,
4507,Dell Latitude 5310 2-in-1 Laptop | Intel i7-10610 1.8GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,Dell,1.8,Dell Latitude 5310 2-in-1,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz,16,512,Silver,n,1920 x 1080,13,,
4508,Newport HT 50 Ventilator,Newport,0,HT50,,0,0,,n,,0,,
4509,Teltonika RUTX11 - Industrial cellular router,Teltonika,0,RUTX11,,0,0,,n,,0,,
4511,"Cisco N9K-C93180YC-FX | 48-Port 1/10G/25G SFP, 6x 40/100G | Dual PSU",Cisco,0,N9K-C93180YC-FX,,0,0,,n,,0,,
4512,Dell Precision 5540 Laptop | Intel i7-9850H 2.6GHz | 32GB RAM | 512GB SSD | Win 11 - B Grade,Dell,2.6,Dell Precision 5540,Intel(R) Core(TM) i7-9850H CPU @ 2.60GHz,32,512,Silver,n,1920 x 1080,15,Quadro T1000,
4513,Dell Precision 5540 Laptop | Intel i7 9850H 2.6GHz | 32GB RAM | 512GB SSD | Win 11,Dell,2.6,Dell Precision 5540,Intel(R) Core(TM) i7-9850H CPU @ 2.60GHz,32,512,Silver,n,1920 x 1080,15,,
4514,Dell Precision 5540 Laptop | Intel E 2276MC 2.8GHz | 32GB RAM | 512GB SSD | Quadro T2000 | 4K Touchscreen | Win 11 - B Grade,Dell,2.8,Dell Precision 5540,Intel(R) Xeon(R) E-2276M @ 2.80GHz,32,512,Silver,n,3840 x 2160,15,Quadro T2000,
4515,"Dell OptiPlex 7090 Micro PC intel i5 11500 6C 16GB RAM 512GB M.2, 1Tb HDD W11 WiFi BT",Dell,2.7,7090 Micro,"Intel i5 11500 @ 2.7Ghz 6 Cores/ 12 Threads, 4.6GHz Boost",16,512,,n,,0,,
4516,"Dell Optiplex 7080 SFF PC i7 10700 8C 16GB RAM 256GB M.2, 6Tb HDD W11 WiFi BT",Dell,2.9,7080,,16,256,,n,,0,,
4517,Cisco Catalyst 9200 C9200-NM-4G 4 x 1G Network Module,Cisco,0,C9200-NM-4G,,0,0,,n,,0,,
4518,Cisco C3850-NM-2-10G Catalyst 3850 2-Port 10Gb Network Uplink Module,Cisco,0,C3850-NM-2-10G,,0,0,,n,,0,,
4519,Cisco C3850-NM-4-10G Catalyst 3850 4-Port 10Gb Network Uplink Module,Cisco,0,C3850-NM-4-10G,,0,0,,n,,0,,
4520,Dell Precision 5520 Laptop | Intel E3 1505M 2.8GHz | 16GB RAM | 512GB SSD | Win 11,Dell,2.8,Dell Precision 5520,Intel(R) Xeon(R) CPU E3-1505M v5 @ 2.80GHz,16,512,Silver,n,1920 x 1080,16,Quadro M1200,
4521,Dell Precision 5530 Laptop | Intel i7-8850H 2.6GHz | 32GB RAM | 512GB SSD | Win 11 - B Grade,Dell,2.6,Dell Precision 5530,Intel(R) Core(TM) i7-8850H CPU @ 2.60GHz,32,512,Black,n,1920 x 1080,15,Quadro P1000,
4522,Cisco C1117-4PLTELA Wireless Integrated Services Router with PSU,Cisco,0,C1117-4PLTELA,,0,0,,n,,0,,
4523,C1121X-8PLTEPWZ CISCO ISR 1100 8P 8G DUAL GE ROUTER | P-LTEAP18-GL module,Cisco,0,C1121X-8PLTEPWZ,,0,0,,n,,0,,
4524,C1111-8P CISCO ISR 1100 8 PORTS DUAL GE WAN ETHERNET ROUTER,Cisco,0,C1111-8P,,0,0,,n,,0,,
4525,Cisco C1111-8PLTELA Integrated Services Router ISR 1100 Series DSL | NO Antenna,Cisco,0,C1111-8PLTELA,,0,0,,n,,0,,
4526,LOT of 6 Dell 0WTRD1 FTLX8571D3BCL-FC 10G SFP+ SR 850NM SFP Transceiver Module,Dell,0,0WTRD1,,0,0,,n,,0,,
4527,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD | New Battery/Keyboard + Screen",Apple,3.2,A2337,Apple M1,8,256,,n,,13,,MacBook Air
4528,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD | Keyboard + Screen",Apple,3.2,A2337,Apple M1,8,256,,n,,13,,MacBook Air
4529,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD | New Battery/Keyboard + Screen - B Grade",Apple,3.2,A2337,Apple M1 chip,8,256,,n,,13,,MacBook Air
4530,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD | New Battery + Keyboard - B Grade",Apple,3.2,A2337,Apple M1 chip,8,256,,n,,13,,MacBook Air
4531,"Apple MacBook Air 13"" 2020 A2337 Laptop | M1 8GB RAM | 256GB SSD | Battery + Keyboard",Apple,3.2,A2337,Apple M1,8,256,,n,,13,,MacBook Air
4534,HP EliteBook x360 1030 G3 Laptop | Intel i7 8550U 1.9GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,HP,1.9,HP EliteBook x360 1030 G3,Intel(R) Core(TM) i7-8550U CPU @ 1.80GHz,8,256,Silver,n,1920 x 1080,13,,
4535,"Cisco C9300-48U-A | 48-Ports Rack-Mountable Ethernet Switch | C9300-NM-8X Network Module, 8x 10GBase-X",Cisco,0,C9300-48U-A,,0,0,,n,,0,,
4536,"Apple MacBook Pro 16"" 2021 A2485 | M1 Pro Chip | 32GB RAM | 500GB SSD",Apple,3.2,A2485,Apple M1 Pro,32,500,,y,,16,,MacBook Pro
4537,Microsoft Surface Book 2 Laptop | Intel i7 8650U 2.1GHz | 16 GB RAM | 512GB SSD | Win 11 - B Grade,Microsoft,2.1,Microsoft Surface Book 2,Intel(R) Core(TM) i7-8650U CPU @ 1.90GHz,16,512,Silver,n,3000 x 2000,14,,
4538,"Cisco C9300-48U-A | 48-Ports Ethernet Switch | C9300-NM-8X Network Module, 8x 10GBase-X",Cisco,0,C9300-48U-A,,0,0,,n,,0,,
4539,Dell Optiplex 7070 Micro Intel i5 9500T 16GB RAM 256GB M.2 SSD W11 WiFi,Dell,2.2,7070,Intel i5 9500T 2.2GHz 6 Cores/ 6 Threads 3.7GHz Boost,16,256,,n,,0,,
4540,Dell Optiplex 3080 Micro PC Intel i5 10500T 6C 16GB RAM 512GB SSD W11 WiFi BT,Dell,2.3,3080,"Intel i5 10500T 2.3GHz 6 Cores/ 12 Threads, 3.8GHz Boost CPU",16,512,,n,,0,,
4541,Dell Optiplex 5080 Micro PC Intel i5 10500T 6C 16GB RAM 256GBSSD W11 incUSB WiFi,Dell,2.3,5080,"Intel i5 10500T 2.3GHz 6 Cores/ 12 Threads, 3.8GHz Boost",16,256,,n,,0,,
4542,HP EliteBook x360 1030 G4 Laptop | Intel i7 8565U 1.80GHz | 8GB RAM | 256GB SSD | Win 11 - B Grade,HP,1.8,HP EliteBook x360 1030 G4,Intel(R) Core(TM) i7-8565U CPU @ 1.80GHz,8,256,Silver,n,1920 x 1080,13,,
4543,"Dell Precision 7550 Laptop | Intel W 10885M 2.4GHz | 64 GB RAM | 1,024GB SSD | Win 11",Dell,2.4,Dell Precision 7550,Intel(R) Xeon(R) W-10885M CPU @ 2.40GHz,64,1024,Siler,n,3840 x 2160,15,,
4544,Lenovo ThinkCentre M70q Tiny i7 10700T 8C 32GB RAM 512GB M.2 W11 WiFi BT,Lenovo,2.9,M70q,"Intel i7 10700T 2.0GHz 8 Cores/ 16 Threads, 4.5GHz Boost",32,512,,n,,0,,
4545,Dell Latitude 5330 Laptop | Intel i5 1245U 1.6GHz | 16GB RAM | 256GB SSD | Win 11,Dell,1.6,Dell Latitude 5330,12th Gen Intel(R) Core(TM) i5-1245U,16,256,Silver,n,1920 x 1080,13,,
4550,Dell Latitude 7410 Laptop | Intel i7 10610 2.3GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,Dell,2.3,Dell Latitude 7410,Intel(R) Core(TM) i7-10610U CPU @ 1.80GHz,16,512,Black,n,1920 x 1080,14,,
4551,Dell Latitude 5500 Laptop | Intel i7 8665U 1.9GHz | 16GB RAM | 256GB SSD | Win 11 - B Grade,Dell,1.9,Dell Latitude 5500,Intel(R) Core(TM) i7-8665U CPU @ 1.90GHz,16,256,Black,n,1920 x 1080,15,,
4553,HP ZBook 17 G4 Laptop | Intel i7 7820H 2.9GHz | 16GB RAM | 256GB SSD | Win 11 - B Grade,HP,2.9,HP ZBook 17 G4,Intel(R) Core(TM) i7-7820HQ CPU @ 2.90GHz,16,256,Silver,n,1920 x 1080,17,,
4554,Lenovo ThinkPad P50 Mobile Workstation Laptop | Intel i7-6820HQ 2.7GHz | Nvidia Quadro M1000M 2GB | 32GB RAM 256GB SSD - B Grade,LENOVO,2.7,LENOVO P50,Intel(R) Core(TM) i7-6820HQ CPU @ 2.70GHz,32,256,Black,n,3840 x 2160,16,Quadro M1000M,
4555,Dell Latitude 7410 Laptop | Intel i5 10310 1.7GHz | 16GB RAM | 256GB SSD | Win 11 Home - B Grade,Dell,1.7,Dell Latitude 7410,Intel(R) Core(TM) i5-10310U CPU @ 1.70GHz,16,256,Black,n,1920 x 1080,14,,
4556,Dell Latitude 3510 Laptop | Intel i7 10510 1.8GHz | 16GB RAM | 256GB SSD | Win 11 - B Grade,Dell,1.8,Dell Latitude 3510,Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz,16,256,Black,y,1920 x 1080,15,,
4557,Dell Latitude 3420 Laptop | Intel i5 1145G 2.6GHz | 8GB RAM | 256GB SSD | Win 11,Dell,2.6,Dell Latitude 3420,11th Gen Intel(R) Core(TM) i5-1145G7 @ 2.60GHz,8,256,Black,n,1920 x 1080,14,,
4558,HP ProBook 850 G8 EliteBook Laptop | Intel i7-1165G7 2.8GHz | 16GB RAM | 512GB SSD | Win 11,HP,2.8,HP EliteBook 850 G8 Notebook PC,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,Silver,n,1920 x 1080,15,,
4559,HP ProBook 450 G8 Notebook Laptop | Intel i7-1165G 2.8GHz | 16GB RAM | 512GB SSD | Win 11 - B Grade,HP,2.8,HP ProBook 450 G8 Notebook PC,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,16,512,Silver,n,1920 x 1080,15,,
4561,"Lenovo ThinkStation P330 TINY PC Intel i7 8700 6C, 32GB RAM, 512Gb SSD, No Windows, No WiFi Dongle, No Shipping",,0,,,0,0,,n,,0,,
